"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Lao PDR","LAO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","1757142855.91837","2366666615.55556","1776842097.16343","1087273103.69639","598961269.297879","714046821.093797","865559879.400406","1028087972.31085","1127806944.61513","1327748689.88094","1543606345.11684","1763536304.53964","1873671550.34636","1747011857.33107","1280177838.71905","1454430642.44959","1731198022.46763","1768619058.34647","1758176653.07746","2023324407.28414","2366398119.86321","2735558734.7379","3455030060.9785","4223152739.04052","5446433157.40114","5836137329.63305","7131771014.70456","8750104617.17303","10192846339.4029","11983252626.5452","13279245886.3854","14426380125.6488","15912501722.6143","17071155481.4994","18141641089.7963","18740561512.5555","18981805250.2424","18827148530.9347","15468785203.7532","15843155731.2552","16502933121.0806",
"Lebanon","LBN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3313540067.93246","2717998687.71002","2838485353.96187","4690415092.53663","5843579160.90122","7941744492.23595","9599127050.17558","11718795528.5556","13690217333.5879","15751867489.4446","17247179005.5219","17391056369.2265","17260364842.4544","17649751243.7811","19152238805.9701","20082918739.6352","21159827992.0398","21497336498.8391","22022709851.4096","24827355014.9254","29118916105.4726","35399582928.6899","38443907042.1227","39927125961.5257","44016799515.7546","46880103080.597","48095213746.6003","49929337836.8159","51147308774.1294","53027680685.9038","54901519155.5556","51605959131.2741","31712128253.7961","23131941556.7843","20992421948.8081","20078620356.9931","",
"Liberia","LBR","GDP (current US$)","NY.GDP.MKTP.CD","190495600","183920900","191861800","200229600","218929100","229260800","244459500","261024300","276820700","306961800","323099700","341543100","368098000","386968300","486955000","577549300","596675700","673010600","717240400","814067900","854711500","846514500","863933200","823374900","848478300","851296100","840964400","972800000","1038300000","786300000","384400000","348000000","223500000","160400000","132200000","134800000","159400000","295900000","359600000","441800000","874000000","906000000","927000000","748000000","897000000","949000000","1119000000","1373000000","1726000000","1768000000","1998000000","2398000000","2791614000","3177198100","3225652000","3227075700","3398419600","3390703400","3422754800","3319596500","3176126300","3513049500","4001047000","4390000000","4750000000",
"Libya","LBY","GDP (current US$)","NY.GDP.MKTP.CD","401644248.9423","443905612.037755","619725784.909686","892327910.668836","1341395421.44183","1804979680.40813","2312438535.82459","2726986912.80523","3850623094.95076","4380987481.20501","4601649451.34022","5260185125.41886","6299395543.96301","8625889429.58277","15112543717.1298","14710912457.6509","19096943016.5748","22428297107.5929","22136422643.3959","30536429496.9448","40953924948.7419","36374353880.3994","33760146990.5726","33200520139.9749","29476109152.7531","31530566324.273","24180400959.4288","26697659334.6911","24308959591.195","25156707899.1462","28904183602.4818","31991821264.7118","33887047909.2746","30660051910.5037","28610549763.4685","25541379186.6458","27884615384.6154","30700897874.8704","27251301398.2813","35975860857.1164","38270954138.1128","34112093927.254","20481889763.7795","26265625000","33122307692.3077","47334691241.4924","60094231606.642","68032978390.6007","86710767415.1371","60808562033.4191","75380825062.4216","48169263294.1007","92540938129.1315","75351107029.0605","57372355592.022","48717501321.3052","49912073701.298","67157452181.7738","76686029772.1483","69254496471.6938","46854285440.642","35217995647.2862","43246297921.8499","45096462972.4014","46636278901.9016",
"St. Lucia","LCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","170370370.37037","194444444.444444","183333333.333333","197037037.037037","251481481.481481","284444444.444444","340000000","375555555.555556","429629629.62963","486666666.666667","579629629.62963","613703703.703704","674074074.074074","684814814.814815","713703703.703704","762962962.962963","788888888.888889","805925925.925926","877407407.407407","921851851.851852","932592592.592592","892592592.592592","900000000","987407407.407407","1066666666.66667","1135555555.55556","1268319185.18519","1336088814.81481","1437731111.11111","1401507888.88889","1482385185.18519","1568370370.37037","1598207407.40741","1660392592.59259","1749185185.18518","1807640740.74074","1868544444.44444","1998503703.7037","2060955555.55556","2095344444.44444","1499274074.07407","1867185185.18518","2342714814.81481","2430166666.66667","2549062962.96296",
"Latin America & Caribbean","LCN","GDP (current US$)","NY.GDP.MKTP.CD","79071588140.7366","87537799963.2124","91996181795.0916","100007055792.697","111156041395.132","119447112225.012","131528121967.901","134149655243.42","143964440402.591","160807406151.501","175444264921.405","195660477830.371","220179098460.07","292932303552.376","379575378914.817","397936404352.742","436384072723.809","479347409513.07","574765033311.536","645021332638.045","784053014901.37","895234938739.332","823894613191.192","726990622637.391","765081985461.46","756528179607.054","766078571071.54","822237504321.035","901621775159.599","995612637512.691","1102838430300.12","1190751514995.07","1299886102749.56","1537886884269.2","1796299521909.59","1943002617582.95","2101355071373.13","2303819811097.78","2332209458434.06","2107777486570.36","2326949652020.11","2282605662261.79","2052776120795.01","2091891055094.06","2405458652460.79","2903211385985.02","3397309910027.92","3998743654492.4","4644069466094.88","4357516878341.66","5397387468151.93","6138943777354.24","6210613243121.19","6364212249189.39","6485201379622.78","5420440781672.12","5285691145303.57","5868341566243.68","5742372094087.7","5659843769808.14","4805921371470.46","5581814290255.75","6345587523480.55","7127804705256.22","7313631690222.71",
"Least developed countries: UN classification","LDC","GDP (current US$)","NY.GDP.MKTP.CD","28117422146.7604","29399767874.3443","31833014650.5411","36562974917.712","33189852937.2552","37339723834.9911","40690771134.1877","41360868820.5213","44150902360.5437","48846732400.9187","47274522557.2301","49666686672.7889","51366723050.5016","62511857487.94","77862807351.5837","93746523750.1878","86360449729.086","95055221916.6747","111866908938.277","122574046315.641","134690121870.493","138044567566.874","139859683878.018","138323259221.881","140596747662.634","153587257248.645","133646570496.073","142062829743.383","155739372880.263","167056493635.157","192220085192.435","208061672572.351","164443768524.868","170276279546.169","167231703779.105","171490128784.082","180658699944.504","188690838343.38","191300517904.777","197239380388.939","224107250303.781","216021475792.482","236275527964.501","267563016541.174","309062587055.156","366207056758.67","424108300128.701","508465397850.22","623170793979.264","617248102036.271","697392577949.774","795862508067.879","833458811324.933","905990487014.137","973313922336.013","934515239963.614","949887329005.813","1039596262297.48","1107881528995.12","1168244060712.21","1179759976006.93","1288339633534.37","1445223560465.28","1416482888487.06","1495340734264.69",
"Low income","LIC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","17205533831.6808","18683592751.0556","21734641318.955","22186255667.1077","24731317132.8218","27674259449.619","33093613692.8755","41406539934.88","48963443703.5693","51463286526.9466","59597339982.5867","69474692276.6053","73518551820.4799","81089232422.98","82767654833.5182","83353290847.7403","79744643425.7612","78500544291.5847","73602581133.667","77445741170.1084","81362924922.8122","87959337462.9162","95132857690.6376","119484583348.825","133509321497.669","91762869527.2776","101449032623.619","96509721969.7768","88089710770.9225","83783117661.3836","90112800631.1465","92023823816.8397","93091759549.6974","116187766608.924","109295745604.839","121557450775.967","135904742707.342","160600091235.919","193437736220.147","224152443225.107","270754730049.774","322232651168.867","314793300489.459","352444569549.905","383594035455.256","350423266186.239","356975592533.721","376071005536.702","359710118764.626","316109880599.631","327200283964.05","342687284249.884","356930361600.33","340851227778.848","370630013362.636","427939606203.123","423723013875.631","466541517790.093",
"Liechtenstein","LIE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","90099360.8433666","104889795.333846","124940289.32382","165928881.55552","193980464.882101","246389101.853613","272489300.467827","303493119.480763","436912067.784287","503173104.391887","534699362.896161","511647750.124475","522096760.291094","524023624.89055","502620991.852944","529073612.453579","779357802.50006","1052848995.97101","1161757671.01756","1119983801.21338","1421509216.37424","1484160302.14952","1631177029.45063","1673085244.6879","1948129622.75132","2428525060.69927","2504012993.42238","2298389802.88883","2479699106.02264","2664105901.18863","2483889858.32312","2491800558.77674","2688618747.38148","3070803051.42164","3454373797.74442","3659319116.88057","4000102086.14635","4601429897.21468","5081479840.08716","4504375348.07038","5082337238.44718","5739706004.89616","5456102482.28614","6391708310.67727","6657526979.72277","6268515276.17441","6237302033.50132","6474308717.85289","6692620691.84146","6436467007.11932","6405870210.32293","7912602342.18895","7378156576.2354","8287748667.20832","",
"Sri Lanka","LKA","GDP (current US$)","NY.GDP.MKTP.CD","1409873949.57983","1444327731.09244","1434156378.60082","1240672268.90756","1309747899.15966","1698319327.73109","1751470588.23529","1859465020.57613","1801344537.81513","1965546218.48739","2296470588.23529","2369308600.33727","2553936348.40871","2875625000","3574586466.16541","3791298145.50642","3591319857.31272","4104509582.86359","2733183856.50224","3364611432.24149","4024621899.57653","4415844155.84416","4768765016.81884","5167913302.16745","6043474842.76729","5978460972.01767","6405210563.88294","6682167119.56522","6978371581.26375","6987267683.77254","8032551173.24014","9000362581.58086","9703011635.86585","10338679635.7616","11717604208.8223","13029697560.9756","13897738375.2488","15091913883.7091","15794972847.1683","15656327859.5696","16330814179.9766","15749753804.8344","16536535647.0834","18881765437.2151","20662525941.2985","24405791044.7761","28279802405.9138","32350238760.4239","40713826215.0093","42066224093.0065","58636161081.712","67753284043.9282","70447216891.3366","77000578167.353","82528535713.926","85090301052.0465","88000211171.5956","94369350285.5814","94450015982.8405","88998706296.5783","84335574581.5072","88556698937.7033","74143020262.8076","83716142582.1945","98963185509.6499",
"Lower middle income","LMC","GDP (current US$)","NY.GDP.MKTP.CD","85546332528.0058","91194246373.5142","92612225623.4481","102475341915.668","115174581624.735","123398794111.639","112621845649.155","120189137317.284","127540680581.268","141207707087.139","152934265163.699","159269698674.622","170017126449.318","199989339383.48","247385630099.728","271007042792.512","286555634822.805","321980466597.971","364170896116.534","422258891432.265","514640284872.908","638342673997.077","634217477918.705","601267165209.281","577208780175.076","615996951174.685","618946509847.109","674897262553.22","696253581146.647","681989681948.894","741453143377.675","709765051095.425","741043116389.505","749579424153.147","842744836488.371","1000722935718.4","1139557902753","1195411632287.09","1220806785336.77","1125847342254.04","1188689613180.98","1200844599730.39","1266664208010.32","1438061804941.74","1655259526797.31","1906888045132.84","2232845159439.44","2731633140095.96","3020463398059.63","3149697061623.03","3791563164138.91","4230808888167.12","4470689635852.52","4726630256999.24","5105129579201","5098466854471.99","5312048001895.33","5751392726255.85","6004619221945.02","6308107724476.6","6110254911277.36","6921716347320.78","7377558874199.93","7530591347605.22","7857490239272",
"Low & middle income","LMY","GDP (current US$)","NY.GDP.MKTP.CD","265881154648.018","269310258991.399","273550159206.626","303408778559.212","340021770228.624","375470104636.567","389536417523.006","399835121794.046","423879739230.72","474341423083.234","517625995142.278","556624319788.89","625310920337.914","797300198123.76","1015046715433.57","1122860134692.55","1208103148556.91","1356356563502","1507078847541.63","1747223865680.22","2063043863704.14","2310373505094.15","2278274655143.87","2207471565912.56","2268443282764.48","2355550735584.97","2405543444243.5","2483272640329.74","2649348633094.48","2840218654392.69","3258520525865.77","3170075098943.5","3325828496916.22","3599138546196.48","4036549072938.63","4613026631082.92","5124888395590.16","5439804991910.73","5414825888267.3","5212726865137.86","5670020118148.49","5680819143538.62","5793320243459.64","6485970152666.19","7611532445724.19","8989307216308.17","10584091446503.4","12999078253913.5","15436551408797.4","15480168640273.5","18829707352204.9","22178322345801.6","23579313882597.3","25037837778965.6","26210915792732.4","25441228963050.9","25692480250515.9","28077899127097.7","29904746273220.3","30622477245854.4","29667488251107.8","34992770913888.4","36712853300728.5","37824423052000.7","39216943108499.1",
"Lesotho","LSO","GDP (current US$)","NY.GDP.MKTP.CD","34579986.1680055","35699985.7200057","41859983.2560067","47039981.1840075","51939979.2240083","54879978.0480088","56699977.3200091","59261976.2952095","61445975.4216098","65967973.6128106","68739972.504011","76480285.0044113","80913200.4292822","121188715.759865","150851316.52727","149558895.914581","147660036.915009","193315048.328762","266570066.642517","290134592.523007","431542536.663782","434188034.188034","348741683.673845","386699308.859169","333163670.280225","268629925.852805","318858422.989262","402768324.481971","470395800.600668","495409232.627579","596410263.743849","704325366.718393","831029861.704746","835582062.476169","878250945.280469","1001894000.27846","946112492.844847","998004258.715675","928460893.108965","912773681.050642","887291687.920796","825706961.238689","775777238.55814","1157825434.78971","1511236655.52047","1682343527.49221","1800092563.75462","1682131784.51365","1766902709.19935","1740894964.80511","2234754241.91918","2579409619.96722","2477702216.26888","2367112931.642","2441063054.05792","2359686724.53829","2114426452.2019","2306741672.29006","2556247291.99785","2390702295.82777","2053699870.07191","2412130021.64641","2354980884.15271","2117962430.3041","2271541845.62002",
"Late-demographic dividend","LTE","GDP (current US$)","NY.GDP.MKTP.CD","183897734731.552","170915972810.505","174128566256.843","189966817399.977","208331252834.2","233483448192.791","260032108606.182","261298709401.398","265842378791.283","296345644802.757","336972414709.31","374844485652.81","431418432594.572","560437969519.295","673328236697.381","743371058865.574","801614491474.481","930076087845.613","968035538315.526","1152523618692.09","1321686752664.45","1385326105611.99","1397442690864.25","1293716310346.47","1350282858655.49","1459646807964.93","1551220698274.98","1637912603237.07","1787177436511.05","1905440885470.06","1965033263756.35","1982504563960.88","2021573979959","2104717238384.97","2444376886792.47","3029518881898.78","3341199466041.48","3499404673958.15","3374810029302.84","3122127191197.16","3427127607250.87","3545454686439.97","3760733996281.37","4286509570678.26","5151794191851.87","6210723655666.45","7495723841785.38","9444870827919.88","11749718159807.4","11368055662732.1","13673596482286.5","16657387943146.7","17828118099875.4","19224280443537.8","19987237041216.9","18784732096877.7","18828510013671.3","20875187048422.1","22893811867077.4","23350735596984.1","22862413053120.2","27277869480236.8","28540512833862.8","28903171309924.7","29910723278948.7",
"Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7921210339.58439","8430207164.43677","10168271903.3233","11289161847.2162","11022095813.552","11550695727.2335","12260761329.3051","14282292664.6004","18809197969.5431","22743164431.1972","26105207115.3129","30116192746.8942","39729151614.6689","47831254207.5223","37494380038.9213","36638128534.0643","43186501862.7907","42709372066.8627","46303660422.0434","48306546656.9281","41540954817.2039","42970749245.0336","47756764508.446","54261795148.5372","55122066225.796","57412038533.2718","67037321008.9679","71033884499.7824","79789877416.1681","84869215513.3648",
"Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD","709941874.044355","710163719.406917","747846862.209673","797902154.238122","910877686.268584","929477284.788002","976717015.461454","983052314.930267","1075561622.81321","1245432991.34271","1457768455.02219","1518773421.37846","1901697369.62698","2609875802.11136","3183637116.81856","3123333333.33333","3423586206.89655","3789321328.08104","4718539771.99949","5516982663.73143","6019805490.41247","5053665797.47936","4602316793.21914","4524217751.47929","4438435492.87908","4577211767.10374","6685595087.59256","8320902215.01891","9418167855.18376","10037674037.674","12778792853.6939","13834219728.293","15518702634.8808","15925521222.0149","17701798890.7644","20853093869.7318","20895314657.9805","19563836265.2233","20150053345.1878","21899317598.8414","21230182989.3036","21387533703.2327","23649833332.1655","29667268248.1305","35064843792.8993","37672280120.4794","42910146296.0646","51587401415.7872","58844277701.5258","54467289897.5582","56213985987.4168","61696281326.2453","59776383527.3602","65203276466.9763","68804811897.6445","60071584216.1375","62216885435.9488","65712180342.9836","71085623495.1145","69872035113.6469","73670782100.3909","86386759695.1653","80801680397.0139","87574021091.7525","93197329011.7078",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5608208784.9401","5799465288.41246","6349481006.53278","6974112951.26891","7324192889.74297","7761252607.18424","8190888739.6463","9249030241.01864","11244337719.8377","13827070378.5612","16306935905.4138","20434922247.3037","29420499247.7089","34135200994.0067","25691530442.035","23468324572.3343","26575547900.8247","27116149948.6683","29152128167.8438","30277203767.4058","26344565876.8902","27117105059.5075","29391059767.4259","33247935477.3576","33099503950.847","33379927434.6149","38183326784.9335","38014713595.7686","42572151720.138","43520773851.1219",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1142497718.77916","1133013235.10045","1304361353.27024","1362072159.94515","1532105070.18581","1957724829.35921","2288761822.51257","2705665492.01675","3246481233.24397","3765249711.09098","4914365189.04984","5665606114.80317","6311207779.92441","7046147736.91671","7176892950.39164","7267570892.70211","6797792190.19681","6547670439.26","6774193548.3871","6860272608.45211","7371692774.43404","8246479565.94248","10643253553.184","12160056122.3757","14874098691.9082","18439981612.4086","21027018332.6663","21587786905.8499","28241798491.593","36845888757.1886","43189721376.9846","51536595089.2793","54902831793.5018","45048190598.3249","45070808688.9611","50383871120.8733","55190661339.7796","55082293844.1008","25343525935.8358","30969334705.0515","24999113475.8368","45803067940.4072","50183212761.3484",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","775875857.926244","","","772921756.347188","","","","","652205849.387956","","649206156.194207","","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","2037154741.93211","2025693539.55842","2379611124.61442","2657252578.30763","2798345298.57781","2948331090.46752","2876401297.10759","3046345314.38655","3271422332.61996","3651622668.95103","3956336244.11865","4356669034.34266","5074117544.77482","6242145880.08876","7675466449.35531","8984853005.08058","9584297284.28316","11049783871.8144","13236946233.5759","15911994817.3107","21728516153.0907","17788185478.944","17692276734.171","16251408127.5735","14824667954.3674","14991283215.7408","19462085540.2231","21765195948.189","25705296183.5037","26314313191.1826","30179954774.9899","32285573573.9185","33711069430.78","31655473663.8348","35604137422.5796","39030285468.3841","43161571527.6353","39147844526.0838","46497608724.9865","46266428648.1433","43017455401.8445","43831480207.6444","47077192187.6418","58029363354.2757","66114145451.0067","68852658068.6673","75883823300.8545","86947913286.728","101822906949.063","101154952240.881","100865329473.44","110080631332.375","106937392311.129","115739287305.08","119130841411.664","110413823841.592","111572947004.917","118540573367.844","127341147581.818","128920266409.458","121353645057.144","142022058447.231","130951926351.241","144417103249.646","154430996472.752",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","293127333.238065","327706210.435217","402451900.821288","523554039.203208","563949254.114034","711978961.893674","735324244.667397","811191392.224277","1000555218.03209","1209870147.49099","1378175524.11186","1205188647.93163","1143216456.56796","1092560364.51959","1037329604.35108","1082867507.33142","1515234743.47367","1839081463.27676","2000704744.91538","2010083833.1726","2481307077.10989","2480540845.33242","2737049230.70442","2574494355.73357","2720332134.53623","3130309995.30848","3137886994.52207","2840195190.36905","2934593467.68589","2907118641.17756","2654462665.26893","2673723033.71239","2919647981.81473","3597089750.78276","4043551488.82603","4204652898.73103","4586826512.71356","5875790766.2621","6502942244.93068","5474379252.34114","5367561569.59548","6088689808.38347","5742749294.00852","6555591709.88585","7070017323.65476","6264756528.37691","6471290793.55029","6430254652.58934","7184333936.01355","7383496254.23721","6730736282.78961","8623242743.29564","8800430486.17137","9995350547.12166","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3592857043.05057","3094565870.64237","2319243435.96096","2371813323.57343","1702314267.59123","1752999370.46158","1695122173.91304","1930081168.83117","1698717504.65549","1170782957.37443","1288429391.79951","1480673594.05602","1661818168.4226","1980907434.76826","2598249555.89984","2988342907.03096","3408255450.5509","4401173151.93767","6054824248.24221","5439434271.78807","6974982369.60155","8414352020.49442","8709138634.82921","9496717875.51932","9402090137.7423","7797667196.73087","7980917075.7748","9514404016.20949","11252353420.8798","11736797054.6965","11530746234.4492","13691869264.0794","14525337523.7271","16711906746.2133","18200340853.6517",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","673081724.751168","699161944.558097","739286907.592778","759345863.732667","802482183.728778","833563472.9981","900264584.590829","956436932.101291","1031669637.39553","1056391055.59617","1111859570.88252","1199507631.07603","1341590690.41365","1653062335.00286","1917508190.04689","2283049215.35339","2181844178.5534","2358930406.0689","2669755115.10935","3463565853.81023","5201818347.79882","4759333998.36746","4784977325.95803","4686457031.2269","3905938480.86119","3802557894.8719","4347989788.09257","3212900555.8091","3189456965.0482","3175638332.64471","3931334875.01376","3254713056.02171","3714966678.33381","4063298919.2868","3522227092.22839","3838100903.74974","4931861038.70763","4262965419.74998","4401967632.73718","4277903780.29131","4629247203.84524","5438332601.90798","5351701663.40807","6372498889.66585","5064732626.29389","5859269752.61332","6395712490.94304","8524620889.57747","10725137723.6549","9616879409.43789","9982711338.07029","11551819617.874","11578975061.9479","12423555455.3853","12522957399.2281","11323020701.3017","11848613858.442","13176313593.5509","13760033282.2925","14104664678.5063","13051441203.9474","14354731964.331","15325603272.6073","15869945477.855","17420814800.7045",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","19328038.3157895","21566404.0169133","25177137.5286041","30862041.60401","39120171.2468193","24540877.6041667","22399467.1052632","20853788.7115165","24369109.1415831","38523364.4859813","42463576.1589404","44781456.9536424","47911340.1834794","57829787.2340426","109503546.099291","127190757.959989","141882254.230178","141223029.383064","168514513.375071","189514434.244","215043969.849246","244396761.92334","284875809.039634","322417837.161971","356014932.136461","398988954.970263","450382327.952421","508223602.378929","540096397.621071","589239753.610875","624337145.284622","870031676.798793","897031250","1052121054.6875","1226829562.5","1163362437.5","1575200390.625","1868383460.9375","2271646187.5","2345294875","2588176054.6875","2774350240.04918","2886163997.20531","3295009237.50107","3697353039.20043","4129505319.12921","4409942623.85538","4816426256.52914","5404344162.69888","5726094799.37709","3712604583.36665","5252457369.55218","6177118113.94637","6590894301.9579","6975146349.42592",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","GDP (current US$)","NY.GDP.MKTP.CD","29024394854.6905","30987037284.5131","30832534298.4054","33981027251.5874","37876511285.1208","41652574542.0011","44827741482.1275","48702681113.6228","55355053152.9809","61449134768.6796","69470512932.9757","79185015019.2052","93296927794.6389","121486691403.807","220685922800.482","242549831549.724","301309936335.999","349601963146.539","371543137662.592","483140591969.274","621242313345.714","640118605672.754","641806002410.769","649495126896.519","656414744180.33","668194186438.58","676559260256.437","631785127853.284","631604979804.106","651160308645.178","836905738017.072","673738601158.817","711056428594.802","666711698356.809","703469153115.903","779385110717.91","863000070022.336","900773898509.055","882028053079.616","954730420776.583","1098757920739.36","1090545600310.8","1084279807624.63","1208917725725.12","1425161843614.68","1696919964165.73","1984658175268.77","2340843268836.93","2889953352487.35","2605610958437.81","3035569587215.87","3654665416709.42","3942874851169.17","3906327736018.28","3944295197979.42","3546719057163.68","3592203183221.5","3761433694224.74","4023974471234.97","3989483215533.71","3561019804742.77","4279459402701.19","4994047685350.32","4837112081492.74","5025772564328.3",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","13040000000","14160000000","15200000000","16960000000","20080000000","21840000000","24320000000","26560000000","29360000000","32480000000","35520000000","39200000000","45200000000","55280000000","72000000000","88000000000","88875923765.072","81912018783.5024","102648570299.117","134531900898.926","205577055465.993","263797827860.494","184602611609.517","156167000432.994","184230754105.394","195241069482.077","134556034672.991","147542558208.888","181611150496.787","221403098266.77","261253675692.838","313139656145.745","363157832923.734","530160763662.543","553618247900.74","380157469866.849","432157945024.428","523449530464.257","557461102630.658","631249359702.389","742061329749.127","796064590549.136","810666116401.915","765549967888.647","819459227375.022","917571853529.104","1020265057882.01","1102355554880.44","1161553459984.65","943437415024.633","1105424238572.81","1229013703577.75","1255110424665.92","1327436290439.27","1364507717764.6","1213294467779.98","1112233497452.7","1190721475906","1256300182775.8","1304106203902.45","1121064767401.51","1316569466735.28","1466464899303.68","1793798859343.27","1852722885258.11",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","8408486","9116810","9973652","11607366","15217532","16691301","18153647","20210069","22209370","25545346","26710653","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","109884700","112070100","113352100","114838500","122406100","131960000","131128500","132900000","138000000","143200000","150500000","146600000","151200000","161100000","172300000","180700000","186400000","186000000","183700000","201800000","213700000","220000000","232900000","241800000","258900000","253400000","259300000","280357844.229802",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","254235675434.041","257562931830.812","260453743715.403","286972299645.555","326613277317.497","359831186332.231","373091871504.9","384013545229.495","406761267698.872","454540861245.365","497212052675.734","533996556015.007","599975140826.797","766691873388.828","976640034994.617","1077930405850.53","1160703451220.42","1301734367500.39","1443871082083.53","1679375578286.37","1987351266397.74","2231973009517.72","2199589601541.97","2132037845707.08","2193654316738.69","2284147633097.25","2330832785542.99","2405036405426.74","2565004837365.84","2749165274609.35","3146231165193.74","3046249740620.61","3238118935795.58","3502335890120.91","3943157709212.25","4525795816506.55","5040295108725.49","5348980261304.95","5322385023975.21","5119798424196.57","5555882715934.3","5572901050659.61","5674128176328.99","6352695894610.56","7454124978830.42","8799998339979.54","10364457653642.3","12733441082401.6","15120463295754.1","15171118380675.4","18482720369642.3","21799574888515.2","23231163844455.8","24682517377605.2","25836696431644.6","25083049368763.7","25375550658298.8","27748887095153.8","29559838322315.3","30263574824888.8","29324478257136.1","34618128912439.9","36282529025324.2","37397441616315.5","38748293620690.3",
"North Macedonia","MKD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4699646643.10954","4938775510.20408","2436849341.97604","2682456896.55172","3559608639.98379","4707041315.24202","4642021256.30689","3912986090.97363","3765745023.2074","3863619284.77939","3772859034.20508","3709636030.66578","4018365747.00972","4946296599.08467","5682784471.69722","6258602872.67898","6861226971.55617","8336474973.72949","9909552434.51136","9401736825.42688","9407170321.37752","10494626767.6445","9745261300.57788","10817702346.0674","11362265252.778","10064519962.5655","10672467073.2873","11307067069.6658","12683068114.2388","12606338448.547","12361036913.8409","14000283827.0154","13932436550.0883","15763604287.9867","16685236492.0675",
"Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","275494477.586098","343771972.993855","339913867.092785","359772315.102198","395218628.920694","486617280.255549","563683703.304705","538747339.956033","830710615.179954","939228017.24779","1049838548.10919","1222702572.84699","1595422955.64433","1759691186.39993","1538972424.36635","1333754224.99949","1297765325.90273","1232932104.07276","1392196047.99695","1852163453.15326","2090629986.97643","2169040603.19394","2181821909.27892","2681912148.69842","2724131458.26216","2830673378.13006","2818281085.08646","2081846497.74648","2706425157.39397","2780422049.21204","2697105823.4661","2920358710.50646","3440724709.59258","2961484953.86444","3468337942.32063","3908121307.01957","4714071979.68835","7113132069.71577","8009875051.7116","8858863052.70726","10289243720.1844","12262134441.3733","12592138108.6378","13196527458.3156","15506843901.5459","14891957623.4895","15769357572.5419","16943434590.8343","15583181170.4105","16743796799.8329","18308362040.0521","20368015381.2413","20477421884.5414","20698560938.7775","22999245262.6719","22374051349.9445","24621545564.8753","26588067731.1692",
